n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,mean_r2,std_r2,mean_rmse,std_rmse,time_s
50,5,1.0,2,10,0.6696549884611395,0.021716453393121383,0.0038524522402576616,0.00014570897039802683,11.1824
50,5,1.0,5,1,0.6702645778306159,0.022101622357719192,0.0038488158251494846,0.00014749734890871945,10.9076
50,5,1.0,5,2,0.6701672331264847,0.022107216731970355,0.003849390998851953,0.00014774198147970362,11.2076
50,5,1.0,5,5,0.670253319575316,0.022125140918963688,0.003848866478558314,0.00014739393922267967,11.8538
50,5,1.0,5,10,0.6696549884611395,0.021716453393121324,0.0038524522402576616,0.00014570897039802705,9.7548
50,5,1.0,10,1,0.6702565957188648,0.022077020925534145,0.0038488716603927637,0.00014747667876221024,10.0023
50,5,1.0,10,2,0.6701378031362495,0.022112094533643833,0.003849560778131081,0.00014774689236795417,12.1157
50,5,1.0,10,5,0.670253319575316,0.02212514091896371,0.003848866478558314,0.00014739393922267975,11.0188
50,5,1.0,10,10,0.6696549884611394,0.02171645339312137,0.0038524522402576616,0.00014570897039802692,10.9035
50,5,1.0,20,1,0.6698668513501933,0.022015983401126912,0.0038511601767633407,0.0001470907971665735,10.7909
50,5,1.0,20,2,0.6697921860785622,0.02207580990890933,0.0038515905100745414,0.00014761036056461325,13.6317
50,5,1.0,20,5,0.6699200448808619,0.022109471099084736,0.0038508251989592597,0.00014753661168736578,12.6262
50,5,1.0,20,10,0.6696549884611396,0.02171645339312136,0.0038524522402576616,0.0001457089703980269,13.8198
50,10,sqrt,2,1,0.7352038673132016,0.01565694997898768,0.003449244784969225,0.00011786935251145108,13.9185
50,10,sqrt,2,2,0.739273447668616,0.01669664280221041,0.0034223433384570788,0.000120428317005298,12.1044
50,10,sqrt,2,5,0.7295324759534261,0.017146981030752677,0.003485621061477947,0.00012133804634878041,11.8472
50,10,sqrt,2,10,0.7145883052042153,0.014958150546666299,0.0035821270380364486,0.00013158477987535895,12.1439
50,10,sqrt,5,1,0.7376055364078309,0.016181857066573165,0.0034332537812918904,0.00011387473942952969,13.8907
50,10,sqrt,5,2,0.7376902237395979,0.015013430630978026,0.0034331784481731733,0.00011446074375819723,12.3014
50,10,sqrt,5,5,0.7295324759534261,0.017146981030752677,0.003485621061477947,0.00012133804634878044,12.2043
50,10,sqrt,5,10,0.7145883052042155,0.014958150546666273,0.0035821270380364477,0.00013158477987535892,10.4145
50,10,sqrt,10,1,0.7345506052529712,0.016119814405019195,0.003453226906667549,0.00011347611292678727,12.3592
50,10,sqrt,10,2,0.7321467447075013,0.01660902092546713,0.003468603593617131,0.00011089070995409867,11.8333
50,10,sqrt,10,5,0.7295324759534261,0.01714698103075266,0.003485621061477947,0.00012133804634878029,12.4256
50,10,sqrt,10,10,0.7145883052042155,0.014958150546666306,0.0035821270380364477,0.000131584779875359,11.9791
50,10,sqrt,20,1,0.7247984896995361,0.016429205343802055,0.003516258057705936,0.00011738587255461929,10.6254
50,10,sqrt,20,2,0.7247791165277379,0.01731674774926598,0.0035162931906399185,0.00012464536681195394,12.1011
